Lactose,Whey central,Whey west,Whey east,NDPSR whey avg,CME whey avg,NDPSR NFDM,34p WPC,Nonfat west,Nonfat central east,Sweet cream buttermilk central,AA butter,Cheese 40 blocks,Cheese barrel,Delac
0.505,0.3025,0.34,0.33625,0.3103,0.3425,0.9723,0.8475,1.0025,1.02,0.95,1.4736,1.8058,1.7670438371990187,0.50749956295495
0.505,0.3025,0.34,0.32125,0.3191,0.349,0.9993,0.8475,1.04,1.03,0.95,1.4926,1.8267,1.7692823117904892,0.461035499327773
0.505,0.32,0.34,0.32625,0.3258,0.376,1.0093,0.8475,1.045,1.055,0.94,1.4821,1.9691,1.9103519815957257,0.4269585813945367
0.5025,0.3325,0.345,0.32875,0.3243,0.387,1.0226,0.865,1.11,1.1,0.955,1.5136,2.161,2.177915948649227,0.48866780555245426
0.5025,0.335,0.3625,0.345,0.3378,0.3955,1.0383,0.88,1.125,1.105,0.955,1.5786,2.3639,2.3627974329211745,0.45800981323277545
0.5,0.35,0.37,0.3525,0.3394,0.39,1.0585,0.88,1.12,1.11,0.96,1.5327,2.5185,2.4052405825442618,0.4748343040484151
0.5,0.355,0.38375,0.355,0.3455,0.382,1.0734,0.88,1.125,1.11,0.96,1.5049,1.5827499999999999,2.4367409540162757,0.4824557686133656
0.4975,0.365,0.38375,0.3625,0.3519,0.396,1.095,0.89,1.1225,1.1,0.965,1.5095,1.5827499999999999,2.4010304281491934,0.43026185455392185
0.4875,0.385,0.4,0.37,0.3639,0.419,1.0919,0.9075,1.0975,1.095,0.97,1.4962,1.5827499999999999,2.45801944772842,0.41519386808112047
0.4825,0.4,0.405,0.38375,0.3686,0.427,1.0954,0.91,1.085,1.08,0.97,1.4573,1.5827499999999999,2.432687019958289,0.41969214133349575
0.4675,0.405,0.41,0.395,0.3802,0.426,1.0836,0.915,1.085,1.08,0.995,1.471,1.5827499999999999,2.465578946938132,0.4583386734561863
0.4675,0.405,0.41,0.395,0.3973,0.4325,1.0804,0.915,1.085,1.0775,0.995,1.4915,2.5529,2.3275741645697923,0.4232794582947086
0.4525,0.4175,0.43,0.4125,0.3887,0.447,1.0603,0.9225,1.1,1.09125,1.0075,1.4056,2.2025,2.10504756895671,0.49422510892052074
0.4425,0.42,0.43,0.42,0.4126,0.466,1.0771,0.9225,1.115,1.1075,1.01,1.3881,1.9448,1.902031402038826,0.40690501152168634
0.43,0.435,0.455,0.43,0.4089,0.4625,1.1011,0.9275,1.125,1.125,1.0125,1.4392,1.7497,1.633102115188862,0.4135590436857959
0.43083333333333335,0.43,0.4475,0.4283333333333333,0.41376666666666667,0.46493333333333337,1.1045,0.9258333333333333,1.12,1.1175,1.0141666666666667,1.4777,1.6959,1.5689796576602044,0.37121771356776057
0.42,0.435,0.4575,0.435,0.4198,0.4663,1.1089,0.9275,1.12,1.12,1.02,1.484,1.6641,1.5348044017786824,0.36979824828919305
0.36,0.455,0.445,0.4825,0.4728,0.4875,0.885,0.925,0.925,0.9,2.2523,1.3937,1.3045,1.31495,0.3590250264876148
0.37,0.47,0.4625,0.48875,0.4843,0.487,1.0307333333333333,0.88625,0.97,0.9575,0.93,2.2168,1.4212,1.3263,0.1471867064267285
0.37,0.47,0.475,0.4975,0.4769,0.513,1.0307333333333333,0.89625,0.99375,0.9975,0.93,2.2496,1.4268,1.3279,0.17722549055923187
0.37,0.47,0.475,0.49375,0.4833,0.4263,1.0307333333333333,0.89625,1.0,1.0075,0.93,2.2402,1.4346,1.317,0.34605295202783704
0.37,0.46875,0.4725,0.495,0.4798,0.3885,0.9713,0.89875,1.0,1.0075,0.945,2.2696,1.4323,1.2886,0.3590250264876148
0.36,0.45625,0.4625,0.465,0.4694,0.3725,0.9766,0.89875,0.995,1.0,0.96,2.232,1.4311,1.2502,0.3590250264876148
0.365,0.44,0.435,0.46125,0.4682,0.3455,0.9811,0.89875,0.98,0.9975,0.96,2.2855,1.4337,1.2639,0.6148031266483011
0.365,0.43,0.435,0.43625,0.4537,0.3538,0.9923,0.8988,0.995,0.995,0.96,2.2977,1.4662,1.2969,0.5704056630592802
0.365,0.43,0.4175,0.42,0.4246,0.351,0.983,0.9025,0.985,0.995,0.96,2.2639,1.5167,1.3671,0.6019828679328404
0.365,0.43,0.4175,0.41,0.4216,0.3485,0.9822,0.9025,0.975,0.995,0.96,2.2612,1.5656,1.4178,0.5968469804426529
0.365,0.4175,0.40125,0.41,0.4088,0.331,0.9616,0.9025,0.965,0.99,0.96,2.2797,1.6098,1.4371,0.3590250264876148
0.365,0.4075,0.36875,0.4,0.415,0.3135,0.9554,0.9025,0.96,0.9825,0.96,2.2912,1.6211,1.4467,0.3590250264876148
0.365,0.4075,0.38375,0.39375,0.4118,0.3225,0.9573,0.9025,0.96,0.97,0.96,2.26,1.5999,1.457,0.3590250264876148
0.365,0.3975,0.38375,0.39375,0.402,0.339,0.9515,0.9025,0.97,0.97,0.96,2.2956,1.5957,1.5029,0.6251029709007199
0.36,0.3975,0.38125,0.395,0.3859,0.354,0.9569,0.9025,0.97,0.975,0.965,2.3039,1.6332,1.5596,0.5852073755446464
0.35,0.3975,0.38,0.3825,0.3964,0.3444,0.9543,0.9025,0.995,0.9875,0.99,2.2494,1.662,1.5901,0.3590250264876148
0.34,0.38375,0.37875,0.38875,0.3903,0.332,0.968,0.9025,1.005,1.015,1.0,2.2845,1.686,1.6179,0.3590250264876148
0.34,0.37375,0.37875,0.3875,0.3961,0.3445,0.9777,0.9025,1.01,1.02,1.0,2.263,1.685,1.617,0.6050092288587671
0.335,0.36,0.37625,0.38375,0.3842,0.3475,0.9914,0.9025,1.0,1.025,1.035,2.2477,1.6901,1.6258,0.542020679722681
0.335,0.365,0.37,0.38,0.384,0.34,1.0088,0.90375,1.05,1.05,1.01,2.2831,1.6976,1.6497,0.5642890460858531
0.335,0.365,0.36,0.36875,0.3837,0.3605,1.0253,0.91375,1.05,1.04,1.02,2.2911,1.7048,1.6912,0.45515568275245943
0.325,0.365,0.36,0.3675,0.3752,0.3538,1.0286,0.91375,1.04,1.04,1.02,2.3413,1.7075,1.668,0.453214188722304
0.325,0.35875,0.355,0.36625,0.3715,0.359,1.0328,0.92,1.04,1.0475,1.02,2.347,1.7092,1.6626,0.4335111448238296
0.315,0.355,0.355,0.36375,0.3667,0.3595,1.0377,0.925,1.05,1.0525,1.025,2.3488,1.7094,1.6227,0.4573964307152074
0.31,0.3525,0.355,0.37,0.3671,0.345,1.0438,0.9275,1.05,1.0525,1.025,2.3801,1.7264,1.5845,0.48076783086989383
0.31,0.3525,0.355,0.365,0.3578,0.348,1.0425,0.925,1.045,1.04625,1.04,2.3593,1.7546,1.5852,0.49241330746165546
0.31,0.3525,0.355,0.36,0.3671,0.3288,1.0442,0.925,1.045,1.045,1.04,2.3771,1.7942,1.6407,0.5049105086187408
0.31,0.3525,0.35,0.36,0.3526,0.3225,1.0529,0.9225,1.04,1.04,1.04,2.3798,1.8204,1.7072,0.4580641606248139
0.3075,0.35125,0.3375,0.36,0.3681,0.3285,1.0507,0.92625,1.035,1.035,1.04,2.3942,1.8452,1.7703,0.4194011467767067
0.3075,0.35,0.33625,0.36,0.3579,0.3505,1.0359,0.93875,1.03,1.03,1.02,2.4139,1.8636,1.7919,0.4251093980419076
0.3075,0.35,0.34,0.355,0.34,0.34,1.0295,0.93875,1.03,1.03,1.02,2.3375,1.821,1.705,0.5038415436984242
0.3025,0.35,0.34,0.36,0.3679,0.349,1.0235,0.945,1.03,1.03,1.025,2.3315,1.866,1.708,0.5285047357763795
0.295,0.35,0.34,0.355,0.3673,0.362,1.0405,0.945,1.03,1.03,1.025,2.3657,1.8371,1.708,0.4305110839278874
0.295,0.35,0.34,0.355,0.3676,0.362,1.038,0.945,1.03,1.04,1.035,2.3639,1.8583,1.708,0.46096269884688224
0.2925,0.35,0.3625,0.36,0.3694,0.392,1.0413,0.945,1.03,1.04,1.035,2.3761,1.8795,1.708,0.4128333800976922
0.2925,0.36,0.36375,0.36,0.3624,0.3925,1.0337,0.945,1.045,1.05,1.04,2.3667,1.906,1.911974337052196,0.4091889236401356
0.2925,0.35,0.36375,0.36,0.3681,0.39,1.0494,0.945,1.04,1.045,1.04,2.2748,1.9167,1.8950545492303723,0.35497083145117214
0.2925,0.36,0.36375,0.36,0.3695,0.3975,1.0461,0.945,1.06,1.055,1.05,2.2755,1.9387,1.950221356977852,0.3922994356144518
0.2925,0.35375,0.36375,0.36,0.3675,0.3475,1.0534,0.95,1.065,1.075,1.05,2.2683,1.9204666666666668,1.9012958772313109,0.48181060773877005
0.28,0.345,0.36,0.36,0.3729,0.34,1.0568,0.95,1.115,1.105,1.05,2.296325,1.9204666666666668,2.0153024477829824,0.5101117705525844
0.28,0.3325,0.35,0.35,0.3551,0.3095,1.0674,0.95,1.125,1.12,1.05,2.1912,2.0953,2.1620768858838515,0.5660037214844027
0.28,0.33,0.345,0.355,0.3553,0.2975,1.0953,0.95,1.16,1.15,1.05,2.1588,2.0327,2.0812258146141787,0.5627851819045935
0.28,0.325,0.345,0.345,0.3291,0.2875,1.1073,0.95,1.16,1.155,1.05,2.1423,2.042,2.0257145834981047,0.5750135404370292
0.285,0.32,0.335,0.3425,0.3255,0.273,1.1213,0.955,1.165,1.16,1.0625,2.1435,2.057,1.9949585164727193,0.578164191244487
0.285,0.3025,0.3025,0.34,0.3085,0.2785,1.1335,0.955,1.175,1.175,1.0725,2.1197,2.0789,2.035962424658549,0.523772379020245
0.29,0.3025,0.3025,0.34,0.3001,0.293,1.142,0.955,1.21,1.2075,1.095,2.1521,2.1205,2.1323145165266553,0.5233848154343956
0.29,0.3075,0.30375,0.33125,0.2992,0.3425,1.1549,0.965,1.215,1.2075,1.1,2.0898,2.1539,2.191209246713141,0.4152005178476428
0.29,0.3075,0.31375,0.3275,0.3107,0.3517,1.1746,0.965,1.23,1.2075,1.105,2.0872,2.1099,2.1260242324675294,0.35802352927687364
0.29,0.3425,0.345,0.35375,0.322,0.3625,1.1775,0.965,1.24,1.245,1.105,2.06,2.0076,2.0255409475187323,0.42319508179179843
0.29,0.3425,0.34875,0.34875,0.3199,0.3515,1.2062,0.99,1.24,1.245,1.105,2.0109,1.9384,1.8745488943235245,0.3996026801180128
0.29,0.34,0.34875,0.345,0.3345,0.313,1.2122,0.9925,1.24,1.23,1.105,1.9617,1.9466,1.8263048211207127,0.4559737040154652
0.29,0.34,0.34875,0.345,0.3119,0.3341,1.2185,0.9925,1.24,1.245,1.105,2.0002,1.9536,1.8247906030855998,0.416622204645118
0.22,0.265,0.27,0.295,0.3008,0.3097574755520629,0.7894275964997531,0.7375,0.7,0.71,0.7375,2.1969,1.5156,1.4356,0.3903837380965367
0.22,0.2575,0.265,0.2925,0.2851,0.30447646703278597,0.7883070636881118,0.73125,0.69,0.7075,0.8,2.2238,1.5056,1.4038,0.4081891200806502
0.2125,0.24875,0.2625,0.2875,0.2773,0.28488251053465075,0.7983297240321727,0.7275,0.685,0.7,0.75,2.1705,1.4555,1.2855,0.4007923330081442
0.2125,0.2425,0.26,0.285,0.2797,0.2744589456053659,0.8043478019674628,0.725,0.695,0.685,0.75,2.1406,1.5263,1.3231,0.407620962310167
0.2125,0.2425,0.26,0.28125,0.2691,0.2818401769988679,0.8110561028487551,0.725,0.705,0.7125,0.765,2.1215,1.5145,1.346,0.4024321106838382
0.2175,0.24,0.24,0.28125,0.2717,0.2816369316435243,0.8017529608670115,0.725,0.705,0.7075,0.7225,2.1305,1.4635,1.3215,0.3903201275407353
0.2175,0.24,0.24,0.28,0.2524,0.29143748443814443,0.8166943453103823,0.725,0.725,0.725,0.725,2.0675,1.517,1.359,0.3863256983805978
0.2175,0.24,0.24,0.28,0.2528,0.29802840288716514,0.8079139726900069,0.725,0.725,0.725,0.73,2.0955,1.5175,1.4025,0.3858441456266728
0.2175,0.235,0.24,0.2725,0.2504,0.3007841735693877,0.7960201078285667,0.725,0.725,0.73,0.73,2.1656,1.5288,1.4794,0.3834361051441135
0.2075,0.235,0.25,0.27125,0.2549,0.2835,0.7910771036951072,0.7,0.72,0.73,0.735,2.193,1.535,1.4715,0.41504724501270385
0.2125,0.235,0.25,0.27,0.2589,0.2835,0.7770334184081953,0.7,0.685,0.72,0.73,2.2175,1.583,1.509,0.4059330101449605
0.2175,0.24,0.25375,0.27,0.2589,0.2765,0.7680373808034884,0.7,0.7,0.72,0.695,2.213,1.567,1.526,0.4485732434257299
0.225,0.24,0.25375,0.27,0.2406,0.2905,0.7603825058114153,0.695,0.7,0.715,0.695,2.186,1.56,1.5225,0.45151461187651454
0.23,0.24,0.26125,0.27,0.2614,0.2881,0.7693852839454696,0.6875,0.7,0.715,0.725,2.19,1.5375,1.4788,0.42874929107476145
0.23,0.24,0.26125,0.2725,0.2573,0.289,0.7815759073256383,0.6875,0.71,0.72,0.7225,2.274,1.5585,1.4475,0.4134608263423747
0.23,0.2375,0.26375,0.27,0.2548,0.305,0.7962685285007282,0.695,0.715,0.72,0.7225,2.3095,1.6215,1.4705,0.35809611080701953
0.23,0.245,0.26375,0.27,0.2594,0.308,0.8026143757660674,0.71,0.735,0.72,0.735,2.3015,1.6205,1.4815,0.3779707433685653
0.24,0.25,0.28,0.27125,0.2587,0.3115,0.8247122644195051,0.715,0.7775,0.7575,0.73,2.362,1.6195,1.486,0.3764426161636272
0.25,0.25,0.28,0.275,0.2627,0.314,0.8286236250741674,0.72,0.79,0.7875,0.73,2.3565,1.657,1.579,0.3717827456215912
0.255,0.2575,0.295,0.2925,0.2692,0.3215,0.8407045390185671,0.74,0.8275,0.8025,0.75,2.3295,1.679,1.6445,0.39498244455114095
0.2575,0.28125,0.2975,0.3,0.2693,0.3475,0.8450195324029408,0.76,0.825,0.82125,0.755,2.3745,1.609,1.5695,0.3892589907517967
0.26,0.28125,0.31375,0.305,0.2727,0.369,0.8622993331578861,0.76,0.835,0.83,0.755,2.4175,1.6285,1.556,0.32153763429479243
0.26625,0.30875,0.3225,0.315,0.2729,0.3825,0.8564456702862108,0.775,0.845,0.835,0.755,2.4025,1.6081,1.5444,0.3833141989308855
0.26625,0.31375,0.3225,0.31625,0.2848,0.4055,0.8696572321241574,0.79,0.845,0.835,0.765,2.38,1.5965,1.5225,0.3211526995885077
0.28,0.3225,0.325,0.32625,0.2981,0.413,0.8527194165951448,0.795,0.82,0.83,0.755,2.3784,1.6525,1.5983,0.32423663484642895
0.28,0.3225,0.325,0.335,0.3099,0.3945,0.8486506852842999,0.7925,0.7975,0.83,0.755,2.3639,1.6473,1.5747,0.34204972853560034
0.295,0.3225,0.325,0.3525,0.3222,0.4025,0.838734322054308,0.80625,0.7875,0.8025,0.755,2.3711,1.6383,1.5612,0.32900298359781766
0.295,0.3225,0.325,0.3525,0.3233,0.3981,0.8582382828486247,0.80625,0.78,0.79875,0.775,2.3393,1.623,1.4471,0.3080218495399265
0.3025,0.3375,0.345,0.3625,0.3364,0.4095,0.8573873634959692,0.80625,0.76,0.79625,0.775,2.2976,1.595,1.382,0.30063323440643375
0.315,0.35,0.3625,0.375,0.3358,0.417,0.8479464899094036,0.81,0.76,0.7925,0.775,2.2367,1.5725,1.3701,0.3413675711433435
0.32,0.3575,0.37125,0.3775,0.3374,0.4155,0.8490192182889758,0.8125,0.7875,0.7975,0.7925,2.2517,1.5615,1.3841,0.3868320592058856
0.32,0.37375,0.3825,0.37875,0.3389,0.43,0.8444780977988262,0.8125,0.82,0.81375,0.8,2.307,1.544,1.435,0.4252881180998398
0.325,0.37875,0.39,0.37875,0.3543,0.439,0.8464162009887835,0.81375,0.8425,0.81375,0.8,2.324,1.611,1.5345,0.4199898008812746
0.325,0.39,0.40625,0.39,0.3622,0.4445,0.8510151024093242,0.8125,0.82875,0.82,0.8,2.3161,1.5682,1.4521,0.41273092634229713
0.325,0.4,0.40625,0.4,0.3838,0.459,0.8609920653482761,0.8125,0.85,0.84,0.8,2.3373,1.5865,1.5043,0.38383834173139797
0.33,0.41,0.41375,0.405,0.3769,0.4895,0.8657172676725462,0.82,0.87,0.8625,0.825,2.3649,1.6275,1.5901,0.3683801493265102
0.335,0.425,0.435,0.4075,0.3867,0.5075,0.8834921254322725,0.8325,0.875,0.8875,0.835,2.2984,1.6554,1.6083,0.3458170807051548
0.335,0.425,0.435,0.42625,0.3972,0.5205,0.8873747330038437,0.8325,0.875,0.895,0.835,2.302,1.6758,1.6427,0.30472123961942676
0.335,0.43125,0.435,0.43125,0.4185,0.5225,0.9001171196127005,0.8475,0.875,0.895,0.835,2.2409,1.6869,1.6375,0.28189057807556295
0.34,0.435,0.4525,0.455,0.4154,0.5365,0.9101231750578952,0.86,0.875,0.895,0.835,2.2464,1.6891,1.5948,0.2588126649592706
0.3475,0.435,0.4575,0.455,0.4167,0.5625,0.9273947383044109,0.86,0.875,0.9,0.835,2.2866,1.6763,1.5262,0.17255057673427165
0.3475,0.4375,0.4575,0.48375,0.441,0.5605,0.9450731217787338,0.8675,0.875,0.9,0.835,2.2759,1.6656,1.4604,0.13649198232795356
0.3475,0.455,0.475,0.49375,0.4367,0.5715,0.9422306490323091,0.8675,0.875,0.9,0.87,2.2955,1.6783,1.4505,0.17971821016358658
0.3475,0.455,0.475,0.49375,0.4588,0.486,0.9415442162525341,0.8675,0.885,0.9,0.875,2.2666,1.6915,1.4353,0.3495549486402958
0.3475,0.455,0.4625,0.4775,0.4577,0.445,0.9410623521007869,0.8675,0.895,0.9,0.885,2.317,1.6799,1.399,0.4392714420179986
0.35,0.455,0.45625,0.47875,0.4691,0.442,0.9475552242356248,0.8825,0.895,0.9,0.89,2.2626,1.6153,1.3434,0.42861143820127756
0.35,0.455,0.45625,0.485,0.4625,0.43,0.9371047849420441,0.8825,0.9,0.9,0.89,2.2637,1.5675,1.3284,0.48061560945893955
0.35,0.455,0.4563,0.4825,0.4631,0.439,0.943822045544608,0.8825,0.9,0.9,0.89,2.2811,1.6209,1.3569333333333333,0.45060726336768653
0.355,0.455,0.44,0.4825,0.4587,0.427,0.9124104628693218,0.885,0.905,0.905,0.9,2.2575,1.4782,1.3615,0.5314334885442333
0.355,0.455,0.445,0.48,0.4597,0.4375,0.9135493676168288,0.885,0.9075,0.91,0.9,2.2871,1.4435,1.3443,0.5051641849814564
0.355,0.455,0.445,0.4775,0.4641,0.4405,0.920535559967003,0.885,0.91,0.9175,0.9,2.253,1.4204,1.3234,0.48538095921809465
0.36,0.455,0.445,0.48125,0.4674,0.475,0.9321838873561588,0.885,0.925,0.925,0.9,2.2545,1.396,1.3123,0.40145814173431016
0.37,0.39,0.415,0.425,0.4061,0.4276680748036862,0.999262292586471,0.8825,1.015,1.0,0.96,2.2981,1.6631,1.5619,0.3715176150870203
0.37,0.41,0.4475,0.425,0.414,0.4559136674383246,1.0068452725028094,0.91625,1.025,1.0,0.98,2.24,1.6644,1.59,0.371403947924311
0.37,0.41625,0.455,0.42875,0.4272,0.4503290169279476,1.0274639502396243,0.91625,1.045,1.03,0.97,2.2695,1.72,1.625,0.36340353320603325
0.37,0.425,0.45875,0.46375,0.4371,0.4507795365737792,1.0429940709888976,0.94,1.045,1.05,0.97,2.245,1.7038,1.5869,0.3600139784329113
0.375,0.43,0.46875,0.46875,0.4454,0.44066662785837574,1.0481294827933207,0.94,1.025,1.045,0.97,2.2075,1.6525,1.467,0.36517097372794116
0.375,0.445,0.48375,0.4975,0.4593,0.45844719268337264,1.0385566408823337,0.965,1.005,1.045,0.965,2.2075,1.7475,1.592,0.365186094867598
0.375,0.46125,0.495,0.4875,0.4685,0.5094685938911867,0.9969926615492385,0.99625,0.995,1.015,0.9775,2.155,1.636,1.679,0.35976536775812407
0.375,0.47375,0.495,0.4875,0.4822,0.5226471329732624,0.9796292047146924,0.9975,0.975,0.985,0.9775,2.141,1.5985,1.644,0.3630369887655793
0.375,0.48,0.495,0.4875,0.494,0.520850585109061,0.972947175256803,0.9975,0.9575,0.9625,0.9775,2.1294,1.5431,1.5569,0.36764682371162505
0.375,0.485,0.5,0.4925,0.5042,0.5253153746148587,0.939697521467867,0.9825,0.9225,0.895,0.965,2.1795,1.5065,1.476,0.38203164651650123
0.375,0.485,0.49,0.485,0.513,0.5160456265956612,0.9211841936490186,0.9825,0.8775,0.89,0.965,2.1675,1.4325,1.4235,0.3828236590221632
0.375,0.485,0.49,0.485,0.5201,0.5161510273938295,0.8916207610730149,0.97625,0.84,0.855,0.915,2.1465,1.3715,1.378,0.3793092613719322
0.385,0.48,0.49,0.4925,0.5263,0.5071765350594388,0.8846790425590846,0.95125,0.8375,0.83,0.915,2.1135,1.4325,1.392,0.39191903176804277
0.4,0.49875,0.5,0.495,0.5312,0.5299831867025199,0.8835222133128666,0.95375,0.8375,0.83,0.9,2.1015,1.473,1.406,0.3872008454519118
0.4,0.495,0.5,0.49625,0.5285,0.5300429628828891,0.8734164931423986,0.9525,0.8275,0.83,0.9,2.128,1.498,1.4605,0.3884450189250357
0.4,0.495,0.5,0.495,0.5339,0.5268838034569833,0.8737393952182835,0.9525,0.8275,0.825,0.875,2.0863,1.4675,1.4275,0.3831887715907156
0.405,0.485,0.495,0.49875,0.5286,0.5089194205488146,0.8851314164275007,0.9325,0.835,0.845,0.86,2.073,1.489,1.4115,0.38070193335993596
0.41,0.485,0.475,0.49625,0.5114,0.5165621722880892,0.8860374881508954,0.9325,0.84,0.845,0.85,2.107,1.53,1.4225,0.37682503380410926
0.41,0.5,0.475,0.49625,0.5259,0.5295109127474746,0.8954278750835001,0.94,0.855,0.865,0.85,2.111,1.506,1.4205,0.36611202689673505
0.41,0.4975,0.465,0.49625,0.5172,0.5305879107175582,0.8922540462049345,0.905,0.865,0.865,0.835,2.173,1.613,1.492,0.36526729701032923
0.41,0.49,0.46,0.49125,0.5078,0.5200946879803089,0.9040547675830566,0.905,0.89,0.875,0.84,2.374,1.6595,1.502,0.36599933484574376
0.41,0.485,0.46,0.465,0.5169,0.49820921742212254,0.9326561813670367,0.9075,0.92,0.89,0.84,2.369,1.6825,1.483,0.36329738485164365
0.41,0.47375,0.45,0.4575,0.4947,0.4944354289687515,0.9460187998701669,0.9075,0.945,0.91,0.8525,2.4163,1.7281,1.5269,0.3620657946106012
0.41,0.455,0.445,0.4525,0.4992,0.4587619197704291,0.9569167572329167,0.9075,0.9525,0.915,0.855,2.4885,1.648,1.4275,0.3659388259227123
0.4,0.45,0.44,0.455,0.4996,0.44467926155173954,0.9519254570917303,0.9075,0.9325,0.92,0.87,2.611,1.627,1.403,0.3698958354792601
0.395,0.4425,0.44,0.46125,0.4926,0.4387436632510935,0.944528693016892,0.8975,0.92,0.915,0.875,2.59,1.568,1.351,0.37374930639518955
0.39,0.4375,0.4375,0.4425,0.4757,0.4481541179386946,0.9151863243620926,0.89,0.89,0.9,0.875,2.634,1.519,1.3615,0.3741590258963443
0.39,0.4375,0.4325,0.43875,0.4728,0.4465538929934911,0.9204554957250876,0.895,0.89,0.9,0.88,2.6119,1.5431,1.3663,0.37543220325648297
0.38,0.43,0.425,0.4375,0.4577,0.4434224840824563,0.9254985230120694,0.8925,0.895,0.9,0.8825,2.5985,1.625,1.433,0.37738580371955455
0.375,0.425,0.425,0.42,0.4467,0.4321829470288021,0.9367460542960419,0.8925,0.895,0.9,0.8825,2.6175,1.7055,1.455,0.3804812466839207
0.36,0.425,0.4225,0.415,0.4413,0.43332156625236284,0.9386179463188643,0.8925,0.895,0.9,0.8825,2.6345,1.7185,1.4685,0.37803465125392277
0.355,0.41,0.42,0.415,0.4501,0.4194202593545585,0.9212237323464997,0.87125,0.895,0.9,0.88375,2.71,1.742,1.573,0.38082746058947947
0.355,0.405,0.41,0.41,0.4344,0.428360475968061,0.9103249262281122,0.85625,0.895,0.895,0.88375,2.668,1.6935,1.555,0.3791244083328096
0.355,0.395,0.41,0.40875,0.4326,0.4286631150372311,0.8963505779505745,0.8475,0.895,0.895,0.905,2.6605,1.741,1.6805,0.385411523531213
0.33,0.3875,0.395,0.40375,0.4317,0.4174584457165292,0.8966107137649559,0.835,0.89,0.895,0.905,2.6125,1.702,1.662,0.3819954180129266
0.32,0.385,0.39,0.4,0.4419,0.4036275272763483,0.898349918882554,0.835,0.88,0.8925,0.905,2.566,1.5325,1.4995,0.3791027459993712
0.305,0.38,0.3825,0.40375,0.428,0.400441857083246,0.9066937992921043,0.8225,0.88,0.89,0.905,2.4575,1.63,1.5569,0.3818995268757266
0.295,0.38,0.38,0.405,0.4243,0.3947078424345926,0.9149219452765225,0.8225,0.875,0.89,0.905,2.424,1.624,1.512,0.38212875592050466
0.295,0.37,0.375,0.37875,0.4178,0.3854390958898193,0.9025405069058748,0.8225,0.86,0.88,0.9075,2.4645,1.5985,1.514,0.384686523606667
0.285,0.37,0.375,0.375,0.4091,0.40448871222478255,0.8866334329916796,0.8225,0.855,0.87,0.90875,2.392,1.7135,1.701,0.38478217423931227
0.2775,0.36,0.37,0.37125,0.4009,0.39346269420387137,0.8885314618293649,0.8225,0.85,0.8625,0.90875,2.339,1.743,1.719,0.3887979041292886
0.27,0.355,0.365,0.36625,0.4043,0.3764855865070267,0.8858768237157807,0.8225,0.825,0.86,0.90875,2.3395,1.74,1.6985,0.3918602958511257
0.2625,0.345,0.3525,0.3675,0.3685,0.3854375024115574,0.867001575477904,0.79625,0.81,0.85,0.90875,2.375,1.709,1.667,0.3937965896136697
0.25,0.33,0.3475,0.345,0.3891,0.34969460754323956,0.8635546901151661,0.79375,0.79,0.835,0.875,2.2915,1.72,1.694,0.3925321943219888
0.25,0.32,0.335,0.345,0.3643,0.35300542950853653,0.8487872824437815,0.79,0.77,0.82,0.875,2.243,1.745,1.7225,0.3976759174924178
0.245,0.315,0.3275,0.34375,0.3728,0.36189926767750424,0.8181387688898158,0.775,0.7675,0.7725,0.8825,2.2185,1.6705,1.7235,0.4057015497545706
0.24,0.305,0.31875,0.34125,0.3585,0.3474200672109685,0.8182428820780063,0.775,0.755,0.755,0.8675,2.249,1.6875,1.677,0.4100198916487594
0.24,0.3,0.315,0.34125,0.3534,0.35735220698922454,0.7973405394010908,0.775,0.75,0.735,0.84625,2.215,1.605,1.6633,0.405778081102121
0.235,0.295,0.3125,0.3375,0.3471,0.3358489784635976,0.8117749438614992,0.7675,0.74,0.73,0.84375,2.205,1.5845,1.537,0.4110612775822684
0.22,0.285,0.2975,0.34,0.3341,0.35200525509674063,0.7794511985247685,0.7575,0.735,0.725,0.81875,2.2145,1.4895,1.5925,0.39797132938871727
0.22,0.28,0.2975,0.335,0.2909,0.38455905044634264,0.7530366644216353,0.7575,0.725,0.7225,0.805,2.223,1.4835,1.668,0.3910348440020144
0.22,0.27,0.2775,0.30375,0.3145,0.3230900277023564,0.7866831816583956,0.7375,0.72,0.71,0.8,2.193,1.462,1.4545,0.40072072365166145
0.195,0.21375,0.24,0.25,0.2293,0.2822275624791004,0.8006937123255675,0.53,0.74875,0.845,0.8475,2.045,1.4544,1.4875,0.38869810154950124
0.2,0.22,0.24,0.24875,0.2354,0.28826167048693463,0.7947809730201247,0.53,0.7425,0.835,0.8325,2.037,1.4785,1.503,0.38713645677930275
0.205,0.225,0.24,0.25375,0.2339,0.300209211016747,0.7854462272820908,0.535,0.74125,0.83,0.82625,2.1145,1.487,1.5245,0.3853946841282121
0.21,0.2225,0.24,0.26375,0.2351,0.29317905418380497,0.7893775007534474,0.555,0.74125,0.815,0.82,2.1438,1.4775,1.4781,0.38986614715776424
0.21,0.2325,0.25,0.26375,0.2352,0.3012058239854496,0.79068784883909,0.56,0.735,0.815,0.82,2.195,1.46,1.43,0.38893138291431706
0.2125,0.235,0.25,0.2875,0.2381,0.3110355897660645,0.780626898569505,0.57,0.7275,0.8,0.815,2.1455,1.466,1.456,0.39165035348063726
