Year,Month,Week year,Lactose,Whey central,Whey west,Whey east,NDPSR whey avg,CME whey avg,NDPSR NFDM,34p WPC,Nonfat west,Nonfat central east,Sweet cream buttermilk central,AA butter,Cheese 40 blocks,Cheese barrel,Delac
1996,3,13,0.17,0.2287,0.245,,,,,0.5575,,,,,,,0.325
1996,4,14,0.17,0.23,0.245,,,,,0.5575,,,,,,,0.325
1996,4,15,0.18,0.23,0.245,,,,,0.5575,,,,,,,0.325
1996,4,16,0.18,0.23,0.245,,,,,0.5575,,,,,,,0.325
1996,4,17,0.18,0.23,0.245,,,,,0.5575,,,,,,,0.325
1996,4,18,0.18,0.2275,0.24,,,,,0.5575,,,,,,,0.325
1996,5,19,0.1825,0.2225,0.23,,,,,0.555,,,,,,,0.325
1996,5,20,0.1825,0.2175,0.22,,,,,0.555,,,,,,,0.9775
1996,5,21,0.1825,0.2125,0.21,,,,,0.555,,,,,,,0.325
1996,5,22,0.1825,0.2125,0.2,,,,,0.555,,,,,,,0.325
1996,6,23,0.1825,0.2125,0.195,,,,,0.56,,,,,,,0.335
1996,6,24,0.1825,0.2125,0.195,,,,,0.565,,,,,,,0.3375
1996,6,25,0.1825,0.2125,0.195,,,,,0.5725,,,,,,,0.34375
1996,6,26,0.1825,0.2125,0.195,,,,,0.5825,,,,,,,0.35
1996,7,27,0.1825,0.2125,0.195,,,,,0.5925,,,,,,,0.355
1996,7,28,0.195,0.2125,0.195,,,,,0.6025,,,,,,,0.36
1996,7,29,0.195,0.215,0.195,,,,,0.61,,,,,,,0.3625
1996,7,30,0.195,0.22,0.1975,,,,,0.62,,,,,,,0.3675
1996,7,31,0.195,0.225,0.19875,,,,,0.635,,,,,,,0.3725
1996,8,32,0.195,0.23,0.20375,,,,,0.645,,,,,,,0.375
1996,8,33,0.195,0.2425,0.205,,,,,0.65,,,,,,,0.38
1996,8,34,,,,,,,,,,,,,,,
1996,8,35,,,,,,,,,,,,,,,
1996,9,36,0.1975,0.24375,0.215,,,,,0.71,1.245,1.28,,1.53,1.69,1.6675,0.395
1996,9,37,0.2,0.24375,0.215,,,,,0.725,1.26,1.28,,1.53,1.69,1.6675,0.4025
1996,9,38,0.2,0.24375,0.215,,,,,0.74,1.26,1.29,,1.53,1.69,1.6675,0.4025
1996,9,39,0.205,0.24375,0.215,,,,,0.75,1.26,1.29,,1.53,1.69,1.6675,0.405
1996,9,40,0.205,0.24,0.215,,,,,0.75,1.25,1.29,,1.53,1.695,1.6275,0.405
1996,10,41,0.215,0.2375,0.215,,,,,0.75,1.235,1.29,,1.53,1.695,1.55,0.405
1996,10,42,0.22,0.225,0.215,,,,,0.745,1.24,1.29,,1.53,1.695,1.49,0.405
1996,10,43,0.22,0.22,0.21,,,,,0.7375,1.24,1.285,,1.25,1.48,1.41,0.4
1996,10,44,0.22,0.21,0.2025,,,,,0.725,1.24,1.285,,1.25,1.3975,1.35,0.395
1996,11,45,0.22,0.1975,0.19625,,,,,0.7075,1.24,1.2825,,1.1,1.3975,1.245,0.39
1996,11,46,0.22,0.18625,0.18875,,,,,0.6825,1.26,1.2725,,0.74,1.3075,1.22,0.38
1996,11,47,0.22,0.18,0.185,,,,,0.6625,1.17,1.26,,0.74,1.3,1.205,0.38
1996,11,48,0.22,0.18,0.185,,,,,0.6375,1.16,1.225,,0.7425,1.3,1.1575,0.375
1996,12,49,0.22,0.18,0.185,,,,,0.6225,1.155,1.2125,,0.7425,1.3,1.1525,0.365
1996,12,50,0.2225,0.18,0.185,,,,,0.6025,1.1525,1.2075,,0.7425,1.2675,1.15,0.355
1996,12,51,0.2225,0.18,0.185,,,,,0.59,1.14,1.2,,0.79,1.2425,1.1475,0.35
1996,12,52,0.2225,0.1825,0.1875,,,,,0.585,1.115,1.195,,0.9,1.1925,1.1475,0.35
